phase,analysis,gene1,gene2,dataset,method,status,pdf_path,timestamp
1,chromatin_vs_heme,BRD2,ALAD,READ_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_ALAD__READ_Normal__spearman.pdf,2026-09-11T13:05:31
1,chromatin_vs_heme,BRD2,HMBS,READ_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_HMBS__READ_Normal__spearman.pdf,2026-09-11T13:05:33
1,chromatin_vs_heme,BRD2,UROS,READ_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_UROS__READ_Normal__spearman.pdf,2026-09-11T13:05:36
1,chromatin_vs_heme,BRD2,UROD,READ_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_UROD__READ_Normal__spearman.pdf,2026-09-11T13:05:39
1,chromatin_vs_heme,BRD2,CPOX,READ_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_CPOX__READ_Normal__spearman.pdf,2026-09-11T13:05:44
1,chromatin_vs_heme,BRD2,PPOX,READ_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_PPOX__READ_Normal__spearman.pdf,2026-09-11T13:05:47
1,chromatin_vs_heme,BRD2,FECH,READ_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_FECH__READ_Normal__spearman.pdf,2026-09-11T13:05:50
1,heme_consecutive,ALAS1,ALAD,SARC_Normal,spearman,success,./gepia_pdfs/ph1__heme_consecutive__ALAS1_vs_ALAD__SARC_Normal__spearman.pdf,2026-09-11T13:05:56
1,heme_consecutive,ALAD,HMBS,SARC_Normal,spearman,success,./gepia_pdfs/ph1__heme_consecutive__ALAD_vs_HMBS__SARC_Normal__spearman.pdf,2026-09-11T13:05:59
1,heme_consecutive,HMBS,UROS,SARC_Normal,spearman,success,./gepia_pdfs/ph1__heme_consecutive__HMBS_vs_UROS__SARC_Normal__spearman.pdf,2026-09-11T13:06:05
1,heme_consecutive,UROS,UROD,SARC_Normal,spearman,success,./gepia_pdfs/ph1__heme_consecutive__UROS_vs_UROD__SARC_Normal__spearman.pdf,2026-09-11T13:06:07
1,heme_consecutive,UROD,CPOX,SARC_Normal,spearman,success,./gepia_pdfs/ph1__heme_consecutive__UROD_vs_CPOX__SARC_Normal__spearman.pdf,2026-09-11T13:06:11
1,heme_consecutive,CPOX,PPOX,SARC_Normal,spearman,success,./gepia_pdfs/ph1__heme_consecutive__CPOX_vs_PPOX__SARC_Normal__spearman.pdf,2026-09-11T13:06:15
1,heme_consecutive,PPOX,FECH,SARC_Normal,spearman,success,./gepia_pdfs/ph1__heme_consecutive__PPOX_vs_FECH__SARC_Normal__spearman.pdf,2026-09-11T13:06:18
1,heme_nonconsecutive,HMBS,FECH,SARC_Normal,spearman,success,./gepia_pdfs/ph1__heme_nonconsecutive__HMBS_vs_FECH__SARC_Normal__spearman.pdf,2026-09-11T13:06:22
1,heme_nonconsecutive,ALAS1,FECH,SARC_Normal,spearman,success,./gepia_pdfs/ph1__heme_nonconsecutive__ALAS1_vs_FECH__SARC_Normal__spearman.pdf,2026-09-11T13:06:25
1,heme_nonconsecutive,HMBS,PPOX,SARC_Normal,spearman,success,./gepia_pdfs/ph1__heme_nonconsecutive__HMBS_vs_PPOX__SARC_Normal__spearman.pdf,2026-09-11T13:06:29
1,chromatin_vs_heme,H2AFZ,ALAS1,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__SARC_Normal__spearman.pdf,2026-09-11T13:06:33
1,chromatin_vs_heme,H2AFZ,ALAD,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__SARC_Normal__spearman.pdf,2026-09-11T13:06:35
1,chromatin_vs_heme,H2AFZ,HMBS,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__SARC_Normal__spearman.pdf,2026-09-11T13:06:38
1,chromatin_vs_heme,H2AFZ,UROS,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__H2AFZ_vs_UROS__SARC_Normal__spearman.pdf,2026-09-11T13:06:41
1,chromatin_vs_heme,H2AFZ,UROD,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__H2AFZ_vs_UROD__SARC_Normal__spearman.pdf,2026-09-11T13:06:45
1,chromatin_vs_heme,H2AFZ,CPOX,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__SARC_Normal__spearman.pdf,2026-09-11T13:06:50
1,chromatin_vs_heme,H2AFZ,PPOX,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__SARC_Normal__spearman.pdf,2026-09-11T13:06:53
1,chromatin_vs_heme,H2AFZ,FECH,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__SARC_Normal__spearman.pdf,2026-09-11T13:06:56
1,chromatin_vs_heme,ATAD2,ALAS1,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__ATAD2_vs_ALAS1__SARC_Normal__spearman.pdf,2026-09-11T13:07:00
1,chromatin_vs_heme,ATAD2,ALAD,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__ATAD2_vs_ALAD__SARC_Normal__spearman.pdf,2026-09-11T13:07:03
1,chromatin_vs_heme,ATAD2,HMBS,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__ATAD2_vs_HMBS__SARC_Normal__spearman.pdf,2026-09-11T13:07:07
1,chromatin_vs_heme,ATAD2,UROS,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__ATAD2_vs_UROS__SARC_Normal__spearman.pdf,2026-09-11T13:07:10
1,chromatin_vs_heme,ATAD2,UROD,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__ATAD2_vs_UROD__SARC_Normal__spearman.pdf,2026-09-11T13:07:15
1,chromatin_vs_heme,ATAD2,CPOX,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__ATAD2_vs_CPOX__SARC_Normal__spearman.pdf,2026-09-11T13:07:18
1,chromatin_vs_heme,ATAD2,PPOX,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__SARC_Normal__spearman.pdf,2026-09-11T13:07:21
1,chromatin_vs_heme,ATAD2,FECH,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__ATAD2_vs_FECH__SARC_Normal__spearman.pdf,2026-09-11T13:07:26
1,chromatin_vs_heme,BRD4,ALAS1,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD4_vs_ALAS1__SARC_Normal__spearman.pdf,2026-09-11T13:07:29
1,chromatin_vs_heme,BRD4,ALAD,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD4_vs_ALAD__SARC_Normal__spearman.pdf,2026-09-11T13:07:33
1,chromatin_vs_heme,BRD4,HMBS,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD4_vs_HMBS__SARC_Normal__spearman.pdf,2026-09-11T13:07:36
1,chromatin_vs_heme,BRD4,UROS,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD4_vs_UROS__SARC_Normal__spearman.pdf,2026-09-11T13:07:38
1,chromatin_vs_heme,BRD4,UROD,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD4_vs_UROD__SARC_Normal__spearman.pdf,2026-09-11T13:07:42
1,chromatin_vs_heme,BRD4,CPOX,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD4_vs_CPOX__SARC_Normal__spearman.pdf,2026-09-11T13:07:47
1,chromatin_vs_heme,BRD4,PPOX,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD4_vs_PPOX__SARC_Normal__spearman.pdf,2026-09-11T13:07:50
1,chromatin_vs_heme,BRD4,FECH,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD4_vs_FECH__SARC_Normal__spearman.pdf,2026-09-11T13:07:54
1,chromatin_vs_heme,BRD2,ALAS1,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_ALAS1__SARC_Normal__spearman.pdf,2026-09-11T13:07:57
1,chromatin_vs_heme,BRD2,ALAD,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_ALAD__SARC_Normal__spearman.pdf,2026-09-11T13:08:02
1,chromatin_vs_heme,BRD2,HMBS,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_HMBS__SARC_Normal__spearman.pdf,2026-09-11T13:08:07
1,chromatin_vs_heme,BRD2,UROS,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_UROS__SARC_Normal__spearman.pdf,2026-09-11T13:08:11
1,chromatin_vs_heme,BRD2,UROD,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_UROD__SARC_Normal__spearman.pdf,2026-09-11T13:08:15
1,chromatin_vs_heme,BRD2,CPOX,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_CPOX__SARC_Normal__spearman.pdf,2026-09-11T13:08:19
1,chromatin_vs_heme,BRD2,PPOX,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_PPOX__SARC_Normal__spearman.pdf,2026-09-11T13:08:21
1,chromatin_vs_heme,BRD2,FECH,SARC_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_FECH__SARC_Normal__spearman.pdf,2026-09-11T13:08:24
1,heme_consecutive,ALAS1,ALAD,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__heme_consecutive__ALAS1_vs_ALAD__SKCM_Normal__spearman.pdf,2026-09-11T13:08:27
1,heme_consecutive,ALAD,HMBS,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__heme_consecutive__ALAD_vs_HMBS__SKCM_Normal__spearman.pdf,2026-09-11T13:08:31
1,heme_consecutive,HMBS,UROS,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__heme_consecutive__HMBS_vs_UROS__SKCM_Normal__spearman.pdf,2026-09-11T13:08:36
1,heme_consecutive,UROS,UROD,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__heme_consecutive__UROS_vs_UROD__SKCM_Normal__spearman.pdf,2026-09-11T13:08:41
1,heme_consecutive,UROD,CPOX,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__heme_consecutive__UROD_vs_CPOX__SKCM_Normal__spearman.pdf,2026-09-11T13:08:47
1,heme_consecutive,CPOX,PPOX,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__heme_consecutive__CPOX_vs_PPOX__SKCM_Normal__spearman.pdf,2026-09-11T13:08:50
1,heme_consecutive,PPOX,FECH,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__heme_consecutive__PPOX_vs_FECH__SKCM_Normal__spearman.pdf,2026-09-11T13:08:55
1,heme_nonconsecutive,HMBS,FECH,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__heme_nonconsecutive__HMBS_vs_FECH__SKCM_Normal__spearman.pdf,2026-09-11T13:08:59
1,heme_nonconsecutive,ALAS1,FECH,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__heme_nonconsecutive__ALAS1_vs_FECH__SKCM_Normal__spearman.pdf,2026-09-11T13:09:02
1,heme_nonconsecutive,HMBS,PPOX,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__heme_nonconsecutive__HMBS_vs_PPOX__SKCM_Normal__spearman.pdf,2026-09-11T13:09:05
1,chromatin_vs_heme,H2AFZ,ALAS1,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__SKCM_Normal__spearman.pdf,2026-09-11T13:09:10
1,chromatin_vs_heme,H2AFZ,ALAD,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__SKCM_Normal__spearman.pdf,2026-09-11T13:09:14
1,chromatin_vs_heme,H2AFZ,HMBS,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__SKCM_Normal__spearman.pdf,2026-09-11T13:09:18
1,chromatin_vs_heme,H2AFZ,UROS,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__H2AFZ_vs_UROS__SKCM_Normal__spearman.pdf,2026-09-11T13:09:23
1,chromatin_vs_heme,H2AFZ,UROD,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__H2AFZ_vs_UROD__SKCM_Normal__spearman.pdf,2026-09-11T13:09:27
1,chromatin_vs_heme,H2AFZ,CPOX,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__SKCM_Normal__spearman.pdf,2026-09-11T13:09:31
1,chromatin_vs_heme,H2AFZ,PPOX,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__SKCM_Normal__spearman.pdf,2026-09-11T13:09:33
1,chromatin_vs_heme,H2AFZ,FECH,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__SKCM_Normal__spearman.pdf,2026-09-11T13:09:36
1,chromatin_vs_heme,ATAD2,ALAS1,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__ATAD2_vs_ALAS1__SKCM_Normal__spearman.pdf,2026-09-11T13:09:39
1,chromatin_vs_heme,ATAD2,ALAD,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__ATAD2_vs_ALAD__SKCM_Normal__spearman.pdf,2026-09-11T13:09:44
1,chromatin_vs_heme,ATAD2,HMBS,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__ATAD2_vs_HMBS__SKCM_Normal__spearman.pdf,2026-09-11T13:09:47
1,chromatin_vs_heme,ATAD2,UROS,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__ATAD2_vs_UROS__SKCM_Normal__spearman.pdf,2026-09-11T13:09:49
1,chromatin_vs_heme,ATAD2,UROD,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__ATAD2_vs_UROD__SKCM_Normal__spearman.pdf,2026-09-11T13:09:52
1,chromatin_vs_heme,ATAD2,CPOX,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__ATAD2_vs_CPOX__SKCM_Normal__spearman.pdf,2026-09-11T13:09:56
1,chromatin_vs_heme,ATAD2,PPOX,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__SKCM_Normal__spearman.pdf,2026-09-11T13:10:00
1,chromatin_vs_heme,ATAD2,FECH,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__ATAD2_vs_FECH__SKCM_Normal__spearman.pdf,2026-09-11T13:10:04
1,chromatin_vs_heme,BRD4,ALAS1,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD4_vs_ALAS1__SKCM_Normal__spearman.pdf,2026-09-11T13:10:06
1,chromatin_vs_heme,BRD4,ALAD,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD4_vs_ALAD__SKCM_Normal__spearman.pdf,2026-09-11T13:10:08
1,chromatin_vs_heme,BRD4,HMBS,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD4_vs_HMBS__SKCM_Normal__spearman.pdf,2026-09-11T13:10:12
1,chromatin_vs_heme,BRD4,UROS,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD4_vs_UROS__SKCM_Normal__spearman.pdf,2026-09-11T13:10:14
1,chromatin_vs_heme,BRD4,UROD,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD4_vs_UROD__SKCM_Normal__spearman.pdf,2026-09-11T13:10:19
1,chromatin_vs_heme,BRD4,CPOX,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD4_vs_CPOX__SKCM_Normal__spearman.pdf,2026-09-11T13:10:24
1,chromatin_vs_heme,BRD4,PPOX,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD4_vs_PPOX__SKCM_Normal__spearman.pdf,2026-09-11T13:10:27
1,chromatin_vs_heme,BRD4,FECH,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD4_vs_FECH__SKCM_Normal__spearman.pdf,2026-09-11T13:10:33
1,chromatin_vs_heme,BRD2,ALAS1,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_ALAS1__SKCM_Normal__spearman.pdf,2026-09-11T13:10:38
1,chromatin_vs_heme,BRD2,ALAD,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_ALAD__SKCM_Normal__spearman.pdf,2026-09-11T13:10:41
1,chromatin_vs_heme,BRD2,HMBS,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_HMBS__SKCM_Normal__spearman.pdf,2026-09-11T13:10:46
1,chromatin_vs_heme,BRD2,UROS,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_UROS__SKCM_Normal__spearman.pdf,2026-09-11T13:10:49
1,chromatin_vs_heme,BRD2,UROD,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_UROD__SKCM_Normal__spearman.pdf,2026-09-11T13:10:53
1,chromatin_vs_heme,BRD2,CPOX,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_CPOX__SKCM_Normal__spearman.pdf,2026-09-11T13:10:56
1,chromatin_vs_heme,BRD2,PPOX,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_PPOX__SKCM_Normal__spearman.pdf,2026-09-11T13:11:00
1,chromatin_vs_heme,BRD2,FECH,SKCM_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_FECH__SKCM_Normal__spearman.pdf,2026-09-11T13:11:05
1,heme_consecutive,ALAS1,ALAD,STAD_Normal,spearman,success,./gepia_pdfs/ph1__heme_consecutive__ALAS1_vs_ALAD__STAD_Normal__spearman.pdf,2026-09-11T13:11:08
1,heme_consecutive,ALAD,HMBS,STAD_Normal,spearman,success,./gepia_pdfs/ph1__heme_consecutive__ALAD_vs_HMBS__STAD_Normal__spearman.pdf,2026-09-11T13:11:14
1,heme_consecutive,HMBS,UROS,STAD_Normal,spearman,success,./gepia_pdfs/ph1__heme_consecutive__HMBS_vs_UROS__STAD_Normal__spearman.pdf,2026-09-11T13:11:18
1,heme_consecutive,UROS,UROD,STAD_Normal,spearman,success,./gepia_pdfs/ph1__heme_consecutive__UROS_vs_UROD__STAD_Normal__spearman.pdf,2026-09-11T13:11:21
1,heme_consecutive,UROD,CPOX,STAD_Normal,spearman,success,./gepia_pdfs/ph1__heme_consecutive__UROD_vs_CPOX__STAD_Normal__spearman.pdf,2026-09-11T13:11:25
1,heme_consecutive,CPOX,PPOX,STAD_Normal,spearman,success,./gepia_pdfs/ph1__heme_consecutive__CPOX_vs_PPOX__STAD_Normal__spearman.pdf,2026-09-11T13:11:29
1,heme_consecutive,PPOX,FECH,STAD_Normal,spearman,success,./gepia_pdfs/ph1__heme_consecutive__PPOX_vs_FECH__STAD_Normal__spearman.pdf,2026-09-11T13:11:33
1,heme_nonconsecutive,HMBS,FECH,STAD_Normal,spearman,success,./gepia_pdfs/ph1__heme_nonconsecutive__HMBS_vs_FECH__STAD_Normal__spearman.pdf,2026-09-11T13:11:37
1,heme_nonconsecutive,ALAS1,FECH,STAD_Normal,spearman,success,./gepia_pdfs/ph1__heme_nonconsecutive__ALAS1_vs_FECH__STAD_Normal__spearman.pdf,2026-09-11T13:11:41
1,heme_nonconsecutive,HMBS,PPOX,STAD_Normal,spearman,success,./gepia_pdfs/ph1__heme_nonconsecutive__HMBS_vs_PPOX__STAD_Normal__spearman.pdf,2026-09-11T13:11:46
1,chromatin_vs_heme,H2AFZ,ALAS1,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__STAD_Normal__spearman.pdf,2026-09-11T13:11:49
1,chromatin_vs_heme,H2AFZ,ALAD,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__STAD_Normal__spearman.pdf,2026-09-11T13:11:53
1,chromatin_vs_heme,H2AFZ,HMBS,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__STAD_Normal__spearman.pdf,2026-09-11T13:11:58
1,chromatin_vs_heme,H2AFZ,UROS,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__H2AFZ_vs_UROS__STAD_Normal__spearman.pdf,2026-09-11T13:12:02
1,chromatin_vs_heme,H2AFZ,UROD,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__H2AFZ_vs_UROD__STAD_Normal__spearman.pdf,2026-09-11T13:12:05
1,chromatin_vs_heme,H2AFZ,CPOX,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__STAD_Normal__spearman.pdf,2026-09-11T13:12:08
1,chromatin_vs_heme,H2AFZ,PPOX,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__STAD_Normal__spearman.pdf,2026-09-11T13:12:11
1,chromatin_vs_heme,H2AFZ,FECH,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__STAD_Normal__spearman.pdf,2026-09-11T13:12:15
1,chromatin_vs_heme,ATAD2,ALAS1,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__ATAD2_vs_ALAS1__STAD_Normal__spearman.pdf,2026-09-11T13:12:20
1,chromatin_vs_heme,ATAD2,ALAD,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__ATAD2_vs_ALAD__STAD_Normal__spearman.pdf,2026-09-11T13:12:24
1,chromatin_vs_heme,ATAD2,HMBS,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__ATAD2_vs_HMBS__STAD_Normal__spearman.pdf,2026-09-11T13:12:27
1,chromatin_vs_heme,ATAD2,UROS,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__ATAD2_vs_UROS__STAD_Normal__spearman.pdf,2026-09-11T13:12:30
1,chromatin_vs_heme,ATAD2,UROD,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__ATAD2_vs_UROD__STAD_Normal__spearman.pdf,2026-09-11T13:12:33
1,chromatin_vs_heme,ATAD2,CPOX,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__ATAD2_vs_CPOX__STAD_Normal__spearman.pdf,2026-09-11T13:12:37
1,chromatin_vs_heme,ATAD2,PPOX,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__STAD_Normal__spearman.pdf,2026-09-11T13:12:39
1,chromatin_vs_heme,ATAD2,FECH,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__ATAD2_vs_FECH__STAD_Normal__spearman.pdf,2026-09-11T13:12:42
1,chromatin_vs_heme,BRD4,ALAS1,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD4_vs_ALAS1__STAD_Normal__spearman.pdf,2026-09-11T13:12:47
1,chromatin_vs_heme,BRD4,ALAD,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD4_vs_ALAD__STAD_Normal__spearman.pdf,2026-09-11T13:12:51
1,chromatin_vs_heme,BRD4,HMBS,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD4_vs_HMBS__STAD_Normal__spearman.pdf,2026-09-11T13:12:55
1,chromatin_vs_heme,BRD4,UROS,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD4_vs_UROS__STAD_Normal__spearman.pdf,2026-09-11T13:12:57
1,chromatin_vs_heme,BRD4,UROD,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD4_vs_UROD__STAD_Normal__spearman.pdf,2026-09-11T13:13:02
1,chromatin_vs_heme,BRD4,CPOX,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD4_vs_CPOX__STAD_Normal__spearman.pdf,2026-09-11T13:13:05
1,chromatin_vs_heme,BRD4,PPOX,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD4_vs_PPOX__STAD_Normal__spearman.pdf,2026-09-11T13:13:08
1,chromatin_vs_heme,BRD4,FECH,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD4_vs_FECH__STAD_Normal__spearman.pdf,2026-09-11T13:13:11
1,chromatin_vs_heme,BRD2,ALAS1,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_ALAS1__STAD_Normal__spearman.pdf,2026-09-11T13:13:13
1,chromatin_vs_heme,BRD2,ALAD,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_ALAD__STAD_Normal__spearman.pdf,2026-09-11T13:13:16
1,chromatin_vs_heme,BRD2,HMBS,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_HMBS__STAD_Normal__spearman.pdf,2026-09-11T13:13:21
1,chromatin_vs_heme,BRD2,UROS,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_UROS__STAD_Normal__spearman.pdf,2026-09-11T13:13:24
1,chromatin_vs_heme,BRD2,UROD,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_UROD__STAD_Normal__spearman.pdf,2026-09-11T13:13:28
1,chromatin_vs_heme,BRD2,CPOX,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_CPOX__STAD_Normal__spearman.pdf,2026-09-11T13:13:33
1,chromatin_vs_heme,BRD2,PPOX,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_PPOX__STAD_Normal__spearman.pdf,2026-09-11T13:13:36
1,chromatin_vs_heme,BRD2,FECH,STAD_Normal,spearman,success,./gepia_pdfs/ph1__chromatin_vs_heme__BRD2_vs_FECH__STAD_Normal__spearman.pdf,2026-09-11T13:13:39
1,heme_consecutive,ALAS1,ALAD,THCA_Normal,spearman,success,./gepia_pdfs/ph1__heme_consecutive__ALAS1_vs_ALAD__THCA_Normal__spearman.pdf,2026-09-11T13:13:42
